GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "10001","Kent, DE",2,CAEMP25N,2002,"...","   Military","Number of jobs",4528,4723,4718,4713,4372,4080,4171,4262,4299,4422,4408,4462,4541,4389,4181,4190,4289,4314
 "10001","Kent, DE",2,CAEMP25N,2010,"...","   State and local","Number of jobs",15307,15125,15312,15165,15790,16367,16661,16990,16819,17009,17163,17403,17474,17485,17248,17285,17091,17122
 "10001","Kent, DE",2,CAEMP25N,2011,"...","    State government","Number of jobs",10718,10686,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10001","Kent, DE",2,CAEMP25N,2012,"...","    Local government","Number of jobs",4589,4439,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10003","New Castle, DE",2,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",346542,340579,340934,347141,350651,354624,358625,359443,345682,341825,348576,350310,356946,363926,372134,376032,378664,383634
 "10003","New Castle, DE",2,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",307050,299825,298371,301903,302944,304831,304733,304326,287783,284232,288099,290108,295256,301306,307230,307963,308455,310932
 "10003","New Castle, DE",2,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",39492,40754,42563,45238,47707,49793,53892,55117,57899,57593,60477,60202,61690,62620,64904,68069,70209,72702
 "10003","New Castle, DE",2,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",342,320,290,274,266,252,267,267,266,279,280,283,286,281,285,279,273,273
 "10003","New Castle, DE",2,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",39150,40434,42273,44964,47441,49541,53625,54850,57633,57314,60197,59919,61404,62339,64619,67790,69936,72429
 "10003","New Castle, DE",2,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",726,693,605,570,523,476,461,448,438,470,474,601,606,573,589,632,558,511
 "10003","New Castle, DE",2,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",345816,339886,340329,346571,350128,354148,358164,358995,345244,341355,348102,349709,356340,363353,371545,375400,378106,383123
